userNo,registerDays,completedBuyOrderNum,completedSellOrderNum,counterpartyCount,completedBuyOrderNumOfLatest30day
scbda259fcb81336b82d295ff9fdbb0fa,161,30,0,20,6
s0509ae14e2df37609443ec0745fd61fb,180,24,9,22,3
s2d1a44729ac234ed8bfcc01b27546119,340,149,26,46,36
sade4eb5a199537f5a4d798d0157d82c3,1395,6,3,9,1
s6c6292bb33ea30fcbaed6c957e65803d,212,14,0,14,5
s9465b40c09923068b4dbf511f5e11fb0,381,96,10,72,8
sa27ce0f6c6723b6ab2e0429770eb7c1d,87,23,0,14,9
s15a4eac57c1d35038d2bb2c9da813ee5,1420,407,75,289,9
s62e2eb27f1563bdbbf4fad1795537344,874,36,5,37,2
s6517f5ec4d4f3eabbd886d7c85c950cc,508,17,6,19,5
s844cd0fe773439e7a23b11010a9cfe1c,833,5,4,9,3
sa738a77ed1673cd1a554ae7463769794,1016,26,9,30,3
s29875bf05f44363abe646f9a07d6f3e9,1545,178,2,139,6
sa14fd59cc2553fa7b845720cb123bce0,592,8,0,5,3
sf477dfbe7b9539788e5c39b57a8342f7,1089,75,9,63,1
sdd68bed53ff438cbb2ea4df2aef95e17,52,0,1,1,0
sa6162758197f3dd6bfdcb08aef62b5a8,173,13,0,11,3
sd5ac3c1575d534b297f949401b4c58bf,1608,105,0,28,8
s574bcc9955663429aa88bd0f4df9e1f9,136,11,0,10,1
s6f482ebd40823670880416630bdfd505,1552,259,4,102,21
s88f4f6f6553433729bafa910f142f013,1659,54,34,76,3
sc90b3673e75f3c06bdba96d61657feed,1013,132,36,108,21
s78c09ce8474b308baeb0f57a1565e190,420,45,2,37,2
s3ac1d6aa091d30b1b16bdd95995d5e57,300,58,48,80,21
s1584aeccd43530b6932a4eb796a04527,373,15,2,12,1
sa9891e358804349291addb08bee64a0a,520,122,25,61,81
s595f4a993c923918b0b05cd19d7a49f4,1220,21,0,16,10
sfd6d0fc34cee3d178a620cef183bae04,56,62,11,49,41
s386bdfa434243026a0b923400815fd76,96,2,0,2,2
s298c69b1dae33eacbcb55eaf4d1cb517,294,65,39,59,38
s5367e7108fac38acbd3b2e65791d115f,1001,315,5,232,27
sbf7f0932ed603979b3ab8e8b2c0c119d,1709,65,25,76,6
sf592fbfffc623bbe863fdbe084d001c7,1118,17,0,9,1
sa9f7f06913e3356fa88eca0e22ff01d4,486,306,54,156,117
s9a0f6bd801693f1ca4c1ed677e73c23b,2941,228,59,109,8
s1a88e8f0be8033f5a19d9b2b6a011dca,238,110,6,66,5
sb6a595029b52363a83d0b94988767c47,332,50,18,61,3
s351eb08da5303eec998712b18666bb4a,405,33,8,28,23
s21bbfd45a59f399fb90c14d283a60ddf,66,3,0,2,3
sbd7329a5021d3ffbaecc4728ef2e42aa,840,43,3,41,3
sd42af1209e9730a0a1f1c77079f5c26c,1795,13,1,14,2
s624b95b845f13adca1a09658645f7082,756,84,7,54,11
s330525ac88a53ae686d9efb44282fe20,1724,428,9,198,14
s08a6a231b41d368ab6f2d20da3443b99,188,2,0,2,2
sfeb4b9b4c9e03a8f8211090fa99160ca,1336,85,22,63,24
s8504d7b130293db5b013fd064d3aaf7e,73,1,0,1,1
s94e87f838a993d8cb1c0feef96563a76,1647,45,1,40,1
s53a7ddcfd5ad3a1ca696b4a26026ab64,68,31,4,15,28
sf0206057e8c73843a393713ba41438d1,144,39,0,18,27
s3d7ef5560dac3229a17bdb28348b576b,171,7,0,7,1
sbb65f4cfbc0137cd81b73f0eec47aaae,147,40,33,66,16
sf42e36ece6bd397f81ada14a4a91a58f,1531,11,2,11,5
s2aaeb5282d2c30d6b4e65a6ad7be5732,1401,78,1,40,3
s95192ee030fa3b6c950f4646bf9a1419,237,3,1,4,2
s3e48229b9561380bad6f07cc9fce0144,142,84,18,44,32
s0b8a9edc6e123590bc0e96aebbc27ca5,691,5,0,5,3
s2b9de9159d3b358e962f049dd8b583ee,368,31,1,11,2
s7b61ff85b12333c2b1ae034809a5fa45,1746,20,0,15,7
se161d867b18431e59b54d43d4946649f,1167,28,0,23,7
s2f5634ec773c3bddaf13e618424ef6f1,917,27,34,49,2
s446ddd0735723d50a83db5ad4012de67,1735,133,5,120,4
s1ece8416a30735cdb06ae69f0bc8e0a9,492,20,1,9,4
s449cd49fc7db3a698d2bbbfd97d27b94,494,6,21,23,6
s7e9c1b91ea3c3267a22f353d6e223f20,50,16,0,6,2
se75c26fae4333042bded18f0144ac697,209,2,0,2,2
s440d34e85b1f3da09d5a5ccc211a8809,1716,1,1,2,1
secdb5e0ddba83e0e97d5ccbbfe9d968e,433,75,26,91,5
sfddc9939e9413ee8b22ef6ba6327836b,253,30,7,23,3
s64702be399343fbfa019ab437fc8cfbd,494,70,6,20,7
s4331c53d5c533fe684bbbf0f2abfe136,939,24,1,22,5
sf9d78a123fc9341a80e92f16d9976889,1379,148,1,67,9
s2e81a5b3b4a33e958613e52955a076b8,58,14,10,16,11
s905649d5a36832e2b4d023d432296131,495,44,0,19,27
sb1f16875f2593bd7a4368bbe6a837f82,568,125,0,75,100
s17be0d568ef731f6a510f51b2db5f581,991,11,9,16,1
s8a17dabcb9573f9f9fda28d79bdb99bf,409,1,0,1,1
s84cdc4d350053be09be23bbf1ade4671,1769,40,36,35,26
s99375e184e47320884348246f2bbb314,805,11,2,11,5
s298f477f87b73186b1dbf971ea283286,54,0,0,0,0
sc092927ebe71396eb33769984c1fe9e1,1198,23,10,31,2
sf588c07140d03fb28be75ea4c2e11862,80,1,0,1,1
sbeb6955747753850a9115691a94c9904,1261,21,0,19,20
s2b0c3adabcae365781a66abe1d547159,58,0,0,0,0
scd623f8899273e0eaef49ceddebdcbe2,301,38,7,26,1
s75cc8bad52b4300783611f2ff3514657,220,10,2,11,3
sbfe5f8db9a87359496e7c81a40fac74b,483,20,0,12,6
s72f10ba3053730bf9bbbb8cde6e145dc,90,44,3,24,7
s3025850ab7d83f69b247d28ae0210c59,1026,171,23,105,13
s166362e981cf344fa3040f5213051751,82,10,1,9,2
s4aa4c01b35b1310da110cb810802faa4,1321,5,0,5,4
sa317fc361fec3e3081d7bb5f83b357a7,1528,49,0,30,8
s6a03f54332fb37229c141b1a78846461,1492,247,303,456,18
s0e4034759a7f34e88becc57af7e79518,213,29,17,39,5
s610539e579f23c22a58f96908022c2f4,294,21,0,18,1
sa00303a0d41f3876a48542ebb157b11d,517,32,19,49,5
sb9bcdd464b95363f9ac9a0b5633ce288,693,21,3,18,2
s91752c7c157b321bad6f481ab364194d,685,16,0,11,1
s848ebbbd19223a1fb68eca49753e1997,226,2,0,2,2
s2143c52608aa38bf87ca424bfee14251,65,45,16,34,2
sa6dd359c0e993d6b84e28df5ec723033,156,21,1,19,3
s2910c27f9168351580f53d85b7e2a8a9,1074,1,0,1,1
sc4a8df62926d389a998d0a246e9bb317,523,65,7,49,17
sbf1e4f371ce139d48bd0b0adc5fd9dc8,1589,87,0,41,9
s8b64aa5ab9ab3778bbd8f80951c2ae16,1563,1,0,1,1
s847a572541e632e591a931acedb91280,887,7,0,5,7
s6f80d9b6a1ba3c2ca702632059aa36fb,99,4,0,4,4
s5a1aa89a66613f1cac588e05583b07f1,337,14,5,13,5
sa34fbc76be783f0ab30f724d959a7793,233,25,25,42,2
sbf4e4d29aac83d3ba719859f7a846a2d,2926,34,18,36,10
s6ba8844bc2943155a54fe209afa9c2de,271,15,1,15,3
s6595b37e4c9431f0a2c6389c9c8654c4,1737,19,4,23,1
sb8434c47346234a39b8fc25a9664c69d,1534,28,1,16,14
s84ca24a9279c36c780fe3a083e36f2da,1953,33,9,39,1
s533e58ecb28b3584abf77ae9aab88d6f,810,24,0,17,4
sa6335b05dc9c3102bd62bda5b868272b,89,7,0,6,4
s6f0e8815bb863f60a589c682b9606066,1600,78,16,86,3
sc460d5fffe953228a3c040cf68840349,62,68,17,25,55
s912b2d36c48c3507952aede4d52b3931,1668,87,35,89,27
s1659cc84782232c2a12bd53890c51294,1746,127,58,117,30
s5f60a14807923d1f891da1b7dbe62803,442,11,5,16,3
sa30129be5a7e34a49718ec3a9c880aca,73,24,9,15,17
s588d2636bb05332c9c8dc87d8aec3b03,1616,61,1,50,1
scc803a9a42fd34bbbf85325b6d65fc24,729,378,102,298,35
sac47bba63f1d3236a4abbbaadcd20b75,1327,239,0,58,48
s36d44fbed8713740bd1eba1489009b1e,522,198,83,198,15
scea6d40d2a50389b8c38fb6dd1bf596f,304,103,18,44,35
sd7fbafdf8b4737cf84cbccdb0468e53d,526,72,7,47,1
se74a95a40aa232f9855fc34bac028f0d,1225,72,24,49,35
sfbcd398d451c31759440e3c0b35a882a,723,1,38,32,1
s60578798882938a4a43d68d24b59cc81,2310,157,42,168,4
s3f46d61f8bd63b47bdec70b7cb4e54c4,422,1,0,1,0
s91eeba4017163c729201fc040a2773f2,903,47,7,24,44
s214f2b45d86e3e6487920d5cb3ddf3c0,424,34,15,43,1
s2525b30e47283c0b9392130939213dc9,469,19,2,20,2
s05ce9c7eb8933b0e9e19bff420940a14,531,16,0,15,1
sc635018825e236089f8098706c4d0d51,492,5,0,5,1
s5aa14eede98b3aeb8ad468a75e291a78,427,72,5,54,8
s732a696433a53851934a45ccd4451d51,1345,54,54,72,5
s1b8cd9b2b323382aa9ab19e2d7e826b1,146,4,0,2,3
s7d488137bc323d61a0147e01368f5906,1534,100,28,115,4
s55710b578e2639a7b4976e687d6dfe3a,753,23,1,18,10
s4f78021963643bdf9261b1483e911e72,1549,51,0,30,14
sc3c8eddb718b343dad43bcc217674fb5,1474,3,0,3,2
sa4ccb95aa24f328cb51de351714229cd,100,19,0,17,6
sdf297fac6fc330389b7622a32f002801,450,52,0,28,13
s420dff3ccd4c3340b12e7c880cf770d3,507,10,4,13,6
sb2ddae6a3ab43163858ba1c230eafd88,1509,54,0,37,3
saa090acbe9a43e14918168362688fb73,299,1,0,1,1
s0d112fb92c59362fbe14b058a6ba1019,1734,974,204,373,35
s5a0757502650393a9b5e82e5475c18b4,61,15,1,15,11
s38077f6b73cc31aeabf46fb8bbe1dfb9,981,55,2,26,12
sa4882825bebf30f2b7d5c87b9ecc6fbc,171,104,0,40,17
s90f6165506cf3a1c82d4228066baffac,336,179,0,38,41
s4a3ec6afed76376ab28e55d1cd716a04,1190,22,5,22,4
s2ed356f3ec6339cb829ba3df96208b5c,1139,72,0,44,3
s32f50390444734fdbcebb3ebd2968b81,207,172,44,59,36
scfd5a54ac4153bb685a976dd4dae6be7,148,12,5,14,1
sb93f620ee8d735eea0ba5fdf5246fd9d,1505,16,6,18,3
s14117ea0fa28357495125492d5860bff,500,73,23,56,55
sc80558dff7b2316a9573effb3769dc68,2712,812,490,758,10
s4a8d8c36249b3f598ff891e896f30385,791,31,2,13,30
s65e53866fb2337d9bcaea2ac68ad3805,341,148,48,99,19
s062ce84915d433c0828058266919e7d1,1539,195,39,156,14
s59e9f342bdd434189dfd8e1aa30dde98,513,74,36,95,9
sc1f0d57de92e3ae28c9ec4b6a740a586,491,22,4,16,5
s3a3c6d1baaa93e45b914b7d51d3ec3da,1691,113,40,115,25
s2911d10cd38633988873341a0f3a4f23,369,9,15,23,5
s3d84149ae2b33446829f00620b310daf,294,32,0,14,12
s43542423a7683afa88164d2fc820f945,459,6,8,14,2
s57d74b5c1ba730a7b9a761e8fef219dd,204,0,0,0,0
sbdfb5c74d40b3ee7b261d37c23c1ddf9,458,135,19,77,9
sa21540293bb63728807c803f0a3a3109,154,46,0,18,23
s0804a2ba2fd63a9783b064a0d7fdb6a0,1518,1046,437,681,15
sa04460c4532533e0ad725bdcfc39c32f,1070,129,1,36,60
sb205bc863c9333e2b914ad0e700945a3,581,63,2,34,11
sd2500f1b7b9b3c65be92da1fed784f79,1080,108,54,142,5
sddf2ff6b441c3047b3a81694c16744f7,247,84,37,97,20
sae3a3e154fc5337c97c51f415072c4fc,129,5,0,5,3
s759aa065224939df87680cfbab987ef5,1600,68,15,70,11
s0ad59882927231e487e601fa9765103b,1683,1,1,2,1
sc01528cff0913778bd5cb96570883935,485,62,18,40,16
s69fccc930a2c385c8ea0608a6d393a93,491,66,65,73,43
sc1b784add91d3837ace2624d559ad2cb,302,15,0,14,7
s44c1e11b78ff39b188dbc2ed93c84f97,75,13,1,10,1
s8defac1934783880be7916071a83f7d0,827,21,3,20,2
sbbff9fd77266357892be89d9c1cf9f15,349,110,14,94,3
s4bacb4bd61833083a97aa7d45b0fcf78,951,113,1,54,29
sf4f475a3be5633049215b2c89dc7d321,1530,7,0,7,4
s730a923b79ec37a09344c081096f1639,153,27,1,17,7
s83f695645f563b589b31e15cf62c6d5c,387,93,30,83,12
sbb5381a241fd3f0488774d4a9261099a,1817,821,224,605,15
s8309de66ff193bbdabb8e606b50f0491,1430,71,2,35,29
se8c8d68a054f359ca060604b144a5e2c,406,27,1,20,21
s2e9bd73746b63cfabb1da164504df301,1573,133,0,58,12
sf284cad4ba913c6bbe79d38977583827,122,104,13,55,20
sb687a8fd4edf35cdb8fb8511495665c0,584,9,4,13,5
s16917eee1ce037778c46b85df6f53239,493,215,59,100,106
s1e12de6945063be1b0174f8c751e15ce,1643,119,3,108,13
sb057012d04cb3587be01aa322ce56ed3,1725,193,85,191,35
s3e984ad91ff338d496c7829d8f7246e0,800,95,0,83,5
s565a988bc23638db9d8b50988dc1cd60,1534,173,131,233,14
sac4443eff46135afbf845980cfe0203e,595,20,12,28,5
s2a6d92d027cb317e93bb01c33de0d458,400,55,80,90,22
s25de539c924e37569e5e332a6aa9a700,418,23,1,16,5
s727f812104f93c638e2988dafc3b0956,1539,7,3,9,1
s584acf246ed43e6e814e39ffb7699a24,61,0,0,0,0
s80c061dfb74836dda74c9768efd94222,669,6,13,18,4
s65749c124aa33c2caeac4505020ddc29,495,74,43,92,24
s85bf4fd4f210379aa70a34647e34e366,1080,20,4,23,2
s4c560b8b4f9132ceb621dea7a7b44678,1137,7,4,12,1
se832107d28dc3169b7e023956497539c,997,25,1,23,13
seb7839fc688230a18d8b7b20167dae46,196,45,18,57,6
s92bb7237fce53371bc9aa0373cc5c3b6,506,4,2,6,3
s439bb8b255763f1998cc6e8cda210da5,801,7,15,22,1
s0e6621bda8ea30f384d5c92d5baaa7f3,596,2,0,2,2
sce65ee45d1fc3b969dff1ec9239519ba,1056,103,33,93,8
sea9d79fed0b13317931b9f6066f15de9,367,68,18,65,20
s86a4f5b6681e3a43887009a381b0bec2,441,97,33,37,57
saa480b86797a3f9a85e2cf3a2e685b33,740,0,0,0,0
sfaddb8bc729b397c8f51fc52f887ec36,1245,4,2,5,2
s40260e77f9553f39bec403cff2a5e0e9,246,175,0,38,38
s4488b037999233b88aef2fd535a86e72,2943,34,11,39,13
s22ff4129090d359fb7f898b868b5645c,1719,74,30,89,6
s2d4624c4667d3be7ae3b5e035c69f936,83,3,0,3,3
se1785195368d32b6bc761cb9432e2f2d,416,21,22,30,9
s9739f69cdc3633918e1dea2e306cde87,1718,29,18,35,7
s95c4a05d743c38c2a4a58eb4f1f2b06b,1301,1,0,1,1
se674e09d9604303ab96e5f191cee3093,836,2,0,2,0
s223184f7effa35f4b19571e609b210ca,453,96,23,86,12
sfcbd4832c9c43be3a4c26b2c2b5d81f8,82,3,1,4,1
se2270a1081a33d6095a8958922897310,1167,50,24,40,16
se50df6226f5a397d97d5ca9b68192886,491,73,0,41,73
s887f834f87493d5e9d436d72eee54716,1436,347,8,82,39
sf6cb925e8fed3226873ba85f3046e48b,1697,10,13,21,2
s072438c38aa7389e8ae4d1dfcea598a8,420,21,8,29,2
s39c173fa1ed33e568c33487ad5d678f3,367,62,0,8,10
s7530887e6e89397b839311e264cb2ddb,64,7,0,6,6
s6b8c9acae4d23ffe9eb02101e801c540,316,27,5,19,8
sfa34d8abf95936c3bf2076691e882501,1469,1875,86,1065,38
sb57cbaff75e339d0bc283ae9a8dc6ac0,1698,6,2,8,1
sb6a7f4aabef7319abf6e4908af67a956,348,298,0,57,49
s344af2d21a7f3cacbd2a5fbd3f0ac7ae,1785,3,0,3,1
scba6754b1e5e36c789e9964292861e09,1304,0,0,0,0
s31b6bd8b20ef371692aa6b88a5321ecf,870,45,1,25,2
s08f19a8f25da3f58bcaa741953d48827,1222,301,476,530,30
sf73e33b6282832998528a768df60d639,1043,97,62,142,2
s075783fd10dd3aecb0eea4b91fbbc4ce,1539,132,16,106,10
s673cecc95d103e21a9dba183b6d2eab2,482,3,1,4,1
s45924d004d193fb5beb6cf8d8a4ec43b,88,214,19,56,63
s3c76e953e30535bb902ba76a31455987,437,1,0,1,1
s2b6deacd050f3e2082a6e57c5c187957,888,261,106,203,34
sbd8ef041189637a780113c80aa003487,68,12,4,14,9
s92e438be6ac83664a1aa16d1e20c349b,117,15,1,11,1
s572549e9722f35f1875789aa1fb62713,358,5,2,7,4
s7ae9a6b8034f35b0acac75d52bf59568,1449,71,0,36,9
scbdb02a3b8713a578e3fb1c30cfcb38d,142,3,1,4,0
s137c086cb92f3b7d82c47c3d7c1a9b52,154,14,5,18,3
s4cce5b010208350eb251307a375db8ca,206,105,0,73,6
sa209bdb3f7ec34db81bf16b4a6f45e96,2928,43,1,27,9
s29d4ba7c2529397ca4871feb88b17b70,1742,174,17,57,55
s437d9d865b6434669a71e6620c8e3cc8,137,1,1,2,1
s0554d4c2854d31d89fcbd28fe29ad7c7,1255,50,338,290,6
s057f2fc6d8ba36c7a20bae8013fb97f6,497,208,1,60,25
s64245ae1408f389fb33d20548d69557a,291,1,0,1,0
sc3b2aaec17e7301b8dc4da4b4b44af08,1713,47,15,56,17
s7566b51ff9083e7a80824bb3de54a4ad,1717,980,355,770,30
s71256c51dc7b35e39fa8768a7766ca58,235,82,13,32,23
s4a60bb1a681d3703b202c62bd95bb178,807,41,12,28,41
s8b12fb8a456f3b3390415b6157b630ee,507,25,1,23,8
sa3c5904e2b66398e8921437a4bb83d6a,564,48,13,44,4
s025dea2cd78739fc807641854792a31e,1772,59,3,25,54
sd3d7a281214838afba7000d80b45385e,526,21,4,22,2
s2a13cae985d03929a030ba243cda0f36,150,17,0,12,2
s2de3d54f320c3162b1acb781e11cb81c,1547,34,45,73,30
s4605d483194b3961ad9f8d311994a5bc,815,4,0,4,4
s4f0d7b72a4503de88e91fc0163b7b6c0,567,68,14,36,29
s8e344a5210b7379ab0e2e54499aaeabc,602,204,65,180,29
s36066ab665383feebce1dc465c35b76f,1130,388,182,419,14
s7951312706bb33a0a8b4e7e7463654c4,1670,610,261,480,12
s723fdd1caa6e3156adff942cf31dff11,233,39,13,31,10
sb2ff671ddce43a91a9572a461a2fb241,1658,2,2,4,1
scadc4d8cf7223347aec936f0a3cd60bd,2916,107,146,191,7
sc95099fd73633e9490be04f444ca8250,224,9,0,9,0
s4510573b6d123c468363b4d0b30807b3,1038,5,2,7,1
s28126294759c3df7b1cf00e3e5a2af60,958,29,16,38,1
s22ce87135c7e39198dbe0050b471e9db,235,1,0,1,1
sf269dad221143c20a7c2bd3c9df2cf81,434,212,28,78,58
s58fc1391fc123044ba23416113e82e3a,1200,121,18,129,5
s9cbf54922a1d3f3dae8739aa055e3801,838,77,42,85,12
s27b65b3a779d306e8ed78ce54c073713,149,30,8,30,7
s8bf18c5dbcad3bd79606dc07e73f564c,414,36,24,51,4
sc9c57e96960e31eaa620796d5443d4be,500,20,18,30,8
s63dec02c21403315a3b624c29ccc108f,1547,72,0,49,9
s861f8a68e028399ea9623d9520ecab42,234,110,22,49,29
s51fa07c2913f3ee68f95fb6ad9e5ac74,135,222,0,74,94
sfe1208be26b83dc896c752644710004f,1444,31,4,24,25
s8df2fd1726e43dc8a2f99b0268c59636,145,123,2,96,21
saa28b5f6028a3aa8a13e8a6c010e0237,175,179,0,56,34
s8a61e86ed33432c4aa36de02b850a0a9,1862,1,1,2,1
s5a97ff31e504370eb45efaacaa270358,762,7,23,28,5
sc8989addd58c3c27866b19eab04556ff,318,0,0,0,0
s6a19e8d7cedb3e3ab5e14f7b67f07c5f,673,142,27,118,15
s4d45cb097b183023a8d7e3e3c384e1ee,1712,6,1,6,1
s847ca467b6523cc99e66833262c03f91,281,173,23,68,26
s1fc889ff5c993eb9bb69fd37773444d4,1715,470,51,309,21
s6e3b7a8344363f6f84c868a2630ce64a,1039,10,7,15,4
saebf08eb21d538a1a2c86cb5daae09e5,239,4,0,4,4
s16b5379e59fe3d79824097e5afded17f,344,89,0,54,24
sb201ed6ff1e1353986c593e419bb00fd,264,44,71,92,13
sedf5c4d14d8032a8be5fdb938e9c2d50,592,62,12,49,10
sb040a2ca43d333089032a3cf2ead0258,270,163,3,87,29
sfb0d54d680ec303c8c50c23b97ec6314,402,39,0,31,8
s8d73f5327ec13b3282de3741a8372e61,69,3,1,4,2
sf1f40db2149434e48c90400a9c3a7028,279,1,0,1,1
s3e6747043be33ee8b77afb10b9acd28d,1498,23,1,13,12
sb157ef45091e3bde9060ddeae257d6f9,180,10,4,11,7
sdcb7858fc58439f0b879c8ef46551ba9,1506,286,17,122,35
sad6066f9d9b83d8a97ff04cea8a46e4e,484,1,0,1,1
sb64c565e4b0c32279237e527cafefc5d,2565,8,0,5,5
s190fb8b1ee8031179ebbd7c09209cec0,315,102,14,44,19
sc757471ade5e379c97140df388cd96bd,88,21,0,16,18
scb68cb49a0183d34874ec0c21c0274ba,579,2,0,2,2
s32c64e25b0f83565a8c482a15040a86c,1004,157,14,123,5
sf67362c200bd3b839622de7509e6ef62,198,39,1,23,11
sf7b6c8400fc332fa815f8e6d70697d39,493,173,2,74,6
s6e86f65223cc37c4bf4e415e885937f1,502,35,0,31,2
s8e8b1542611b393bbe3a6690a4860c63,290,27,0,11,3
s49d5100e489b35edb7760feea3f8cfb3,132,6,2,6,2
s9dd0f6e1ee1330b78447b1621566ae6d,107,3,0,3,2
s0a81bd75e46f3c299cb8b269c9037afe,437,98,0,72,10
s4626f877ab2d3e27a7ca77c8fbb72ce7,861,4,2,6,0
s9094053a04d73b85a2c69e1d3d3d424c,491,1,0,1,1
s608746d2e7483919acc31fffb8383c2b,161,11,2,11,5
sef90bf57eb8736dfb212210e7e5f8ff2,940,91,11,73,17
seefcf420003430bdad328304ae00b12a,129,24,0,9,10
sc781b74d93313e19b7ca947e3160d809,113,15,0,15,5
s7240ae27067e32cca7d7b7c14f2c925c,1889,61,5,58,14
s772453b09c963f4184b08b921db21839,1053,218,49,114,27
se65b1293f6183289bce420545710a7c3,145,8,0,6,3
s4822989c7a433da38101148b32ee5b16,329,20,1,14,1
s5085a8099c773343a1af042d6573af29,1679,4,0,3,4
s1a43eb35fc3e3b088c7812975a75b5f1,467,19,2,17,2
s80f3a7b22db930edb28f74d5ef2d3e2e,844,10,37,42,10
sa0f0e1de96fe3e65addb366d55b7d517,240,22,6,16,22
s22b9893372783ebb92d19ebc04ef4565,671,33,1,15,3
s4a513b83224434b4b3746e97f24ef6c3,1512,30,3,26,10
s8140ab6d9cdb3703815878a8602d790e,86,4,0,3,4
s67d4a7cdd8b33879b1e0150b06d5f2c4,1733,121,0,38,12
s60a33eb961653568bcb7507795596939,505,18,2,18,2
s0204104494a23f00842ed98a578e1d06,135,3,0,3,3
sb716689c5e6c319d8c23b09381fe9bcf,495,2,0,2,1
s0d701925a5943f83a294b438c5df34ff,968,314,0,71,28
s8b2c36b6813c3b0daf5271057bd155c8,1287,16,4,19,4
s7fd0b2360584338994d5af555cf3da04,73,21,0,14,12
s1c95f539d2be3d94950c2bc67d7c74f2,1486,0,0,0,0
s2c0b5ff2ca0c3dcd9b0e83d5c199696e,99,72,0,21,16
s6a8718aba7003b0b90d63bd82a1c7524,296,24,5,24,1
s0f45d5862c363c9ead1d62b5aecadefa,101,41,0,15,23
sa0a6a8c566a63bb083a2c38e0cb309ab,1603,40,0,36,3
s6fb0fe7c5abe37d2b3d0c4f455298755,1815,1600,433,873,6
sa51a3813b5893440b0bbe2d0e43fd86c,112,5,0,5,3
s1f794555c05f3462979c1a4fcdba4a74,2202,246,46,154,38
s70fb5b7cc74936a08d86ccee815c24f8,2950,1472,808,1229,31
s1a453f5d3419392dac826c682a58c739,424,28,0,16,12
sb3773459a15f3024a93c0c23b2ddb8d6,1481,56,2,31,13
s621a1e04948a3c1ebc4bfcb4d5502b42,517,4,0,3,1
s19f51f6c32dd3a4fbbbcb8f4da7d1a23,221,51,1,28,7
s63bcee65f3483d15a3c6606946cc82d7,69,20,6,24,5
s9e92270af1423a8f9f7db730001e60ce,1391,24,10,27,4
s538b76b62229360cb676feafc56130ae,254,82,1,58,14
sae5846ec909c3e2291eedbdb832ea079,350,23,0,17,19
sf2fa14691f9e3ff084ac6fa2a964b54b,909,295,2,129,26
sfdb9b6af179f3567ab701fe7e3c00312,89,12,0,7,7
sb56f0f100afd313c934beb0efe6c3bc7,86,22,0,13,19
s82deee0ae3b832dbabafb140a7257148,832,13,6,17,6
s82c49ae53a653ba68cad058c6d997b0f,451,67,3,52,20
s065293c333bc3ef6b5e6adc7cc5dde72,1521,85,6,62,4
s3537a51b58c23f8f8f3feb37446fc6f9,547,550,66,359,127
s70bc7928f641369697028f6650025015,224,70,24,52,50
sc42e995e854232abb7812617e1e6868b,722,100,25,99,14
sef425bbf0b7f35bfa854e7ca6b6e0671,1729,53,42,77,6
s4bd6708480a636f8b4ef320dcb2b7abd,494,11,0,6,10
sceaec076b5833e20af9cc6d5087bc34a,496,15,1,16,3
s17146d79b40f329da66bb55888b6d246,1375,27,7,34,4
sc81d78b15a9731df89a669720029ef0d,105,0,0,0,0
s6b099c136a4d39d0bd8835018c59d54a,196,2,1,3,1
sdbe08e2ab0713236ba64b76ea3221d70,296,155,14,77,42
s7806271eaa163453ac1d62eddb0481ba,1389,8,1,8,4
s2be5ade178f83ec2842dadc73a2670fb,489,73,0,44,5
s33215381707c34798c73c51e9e4bcc48,67,15,0,15,2
sbb91efb621163eccb98d9c6fe474d188,1277,35,0,25,8
se350b3c623fa3d409872dee831190865,255,16,1,8,2
s28d866e7fff43557b68f88c28f08a261,646,0,0,0,0
sbaaddae6d6f53b5f83e87f939af7ceec,1349,1,0,1,1
s0b2be9e637dd3b87b2d85bd16b29940f,684,29,9,27,8
s94d5dc62ae4b3d12a80ef0335df4a748,91,2,0,2,2
s40b94958ae9930d8b7cf8589a39375d0,808,24,0,19,5
sdb4d9f8e19093204a536b7b778745daf,155,5,0,5,3
sec7da3399e213768af63b060bfdc7a9b,479,97,10,72,12
s3810192cec383881b59febe613a14d89,62,15,5,16,7
s765885387beb3f30a3a37d41d413bcb1,54,1,0,1,1
s36d4cb46548e3b179d30c2792d25f2a0,1086,49,7,29,5
s37aab0e444a634499e4f890f03590411,326,15,5,16,13
s2731aab9500f3a0887b8d5fc898e845e,1809,16,11,25,1
s24eda7dbfbf13c6db7ee2cb50e869ee3,1595,2,0,2,1
sf414f3e24f24328f91d69ffc6e1032e8,219,22,0,17,1
s71cb164ebb503ce1849ca7e6ed8c3bd1,1805,68,0,32,21
s30592a8867343c04b3e7684c14e51554,516,11,3,14,1
s4939761de02c3d45986a552c757e73ef,825,20,24,42,3
sda902676da00320c952cca210a5bb8e9,478,87,66,79,14
se76ee1e31b3739f696bd300d3cdb6d1b,368,16,1,12,13
s902de48dba46356b82bca3a98e8b6714,1722,5,1,6,1
sd6896c240ca53be18c1dc0fb86e6edd8,336,2,9,10,2
sd942dd3101d13b769ef7f375253543a4,162,115,12,84,18
se9cf9a019c6e36ebb6bb424829347882,513,5,0,4,2
se6ccdc0251eb3f7cac75c0553b0140b7,1510,1059,721,1689,2
s03926e95eec93f03a19165cbbbfca60f,747,19,1,17,2
s9c856debc1a934428dab09f0683e32d4,957,12,0,9,10
s2742d8f3c9f83f83b45fced363186eab,596,20,0,17,8
s15ed1bc24d48381e8e6f82d96cf1f3ea,998,101,8,66,43
s946cbfef57583677991a100ab9540bd4,471,11,0,11,1
