registerDays,firstOrderDays,avgReleaseTimeOfLatest30day,avgPayTimeOfLatest30day,finishRateLatest30day,completedOrderNumOfLatest30day,completedBuyOrderNumOfLatest30day,completedSellOrderNumOfLatest30day,completedOrderTotalBtcAmountOfLatest30day,completedOrderNum,completedBuyOrderNum,completedSellOrderNum,completedBuyOrderTotalBtcAmount,completedSellOrderTotalBtcAmount,completedOrderTotalBtcAmount,counterpartyCount,userNo
897,896,0.0,130.17,0.858,6,6,0,0,52,51,1,0,0,0,22,s998e4d595b59319c8cf8d1a01382e765
396,396,0.0,571.0,0.223,2,2,0,0,33,33,0,0,0,0,28,s4030ade844923b0aa7da7f51f46414b1
1848,1472,0.0,0.0,0.0,0,0,0,0,82,62,20,0,0,0,78,s81b1cf137ab733c7a8a1ee3ea439e25a
1841,19,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s091a9df72646396385935a06221392b7
1245,1243,0.0,108.0,0.2,1,1,0,0,51,38,13,0,0,0,39,sb03f9925ee6830bd8ec7c2025a9d58f2
71,68,0.0,165.8,0.572,20,20,0,0,45,41,4,0,0,0,32,s32321a6dba623eccb8bdd4da9bd84440
523,243,0.0,60.68,0.824,28,28,0,0,40,39,1,0,0,0,24,sdb306e6e9f1b3b389c3971918381d195
1240,1240,0.0,406.0,1.0,1,1,0,0,67,67,0,0,0,0,51,s8fb11c866bd63406bab114a3317b71f6
1416,1286,0.0,158.2,0.834,5,5,0,0,25,25,0,0,0,0,24,s03df1616ca993747a5c86e262a5a900f
1168,1163,0.0,94.89,0.943,65,65,0,0,114,113,1,0,0,0,49,sfa945a573be430fd9ae014cdb463c948
1977,49,35.2,79.17,0.955,63,58,5,0,78,70,8,0,0,0,31,scdcefcd7ba443c8f8d4629779f8293fa
60,60,535.0,0.0,1.0,1,0,1,0,3,1,2,0,0,0,3,s17b124a0d64f31cdbd5d0a8d32125359
85,14,0.0,200.25,1.0,4,4,0,0,4,4,0,0,0,0,3,s6bef4e8e862a3ffbb91c507ef8f8b22c
1406,1378,0.0,199.4,0.834,5,5,0,0,24,23,1,0,0,0,20,s01001964cbc93efc8e412b49b4d20fe5
300,151,0.0,0.0,0.0,0,0,0,0,6,2,4,0,0,0,5,sfdbd15b49b4f34f68a0e33f04192df4d
2965,50,263.64,122.28,0.899,71,57,14,0,118,102,16,0,0,0,62,s935c21df35bc38dd9fd30bfd59544318
596,483,0.0,188.25,0.667,4,4,0,0,6,6,0,0,0,0,6,scea65be1a0cd3834bf1b068cd8a802d0
1500,1499,0.0,89.71,1.0,7,7,0,0,13,12,1,0,0,0,12,s0ff8a6688faa3905935d17edabb6dbb7
273,271,183.57,185.62,0.898,35,21,14,0,216,169,47,0,0,0,128,sd9cbc20fcdca3c618845f810ae245520
855,855,0.0,205.67,0.667,12,12,0,0,17,17,0,0,0,0,10,s77b1103229ab3c74ae5eb467ce3f53e0
1737,286,197.33,48.51,0.91,51,35,15,0,143,97,46,0,0,0,48,s01514214c96f3ec79d62b348e7cd4be0
1538,1081,0.0,100.67,0.819,36,36,0,0,108,106,2,0,0,0,42,s24cc68c0c4443b7f95f48c2ed8340966
1957,1729,0.0,209.0,0.334,1,1,0,0,2,2,0,0,0,0,2,sdeddc64d253634338d5c362bf86c0df5
117,99,0.0,53.0,1.0,3,3,0,0,5,5,0,0,0,0,4,s35ca9e8cf31d3961bea12157f20e0243
199,72,122.43,68.54,0.87,60,46,14,0,191,175,16,0,0,0,85,s7f64b636a0ec305bbb8c65c192aacaee
860,860,0.0,196.5,0.4,2,2,0,0,5,5,0,0,0,0,5,s47e854d5d77c3ae69294c1464e6229a6
204,204,0.0,85.31,0.867,13,13,0,0,92,92,0,0,0,0,52,s344f8701b94b373681d15f8ee3d7425c
155,145,0.0,93.5,0.5,2,2,0,0,2,2,0,0,0,0,2,s55b3c1b8d36f3d69b54fa68068da4da1
178,175,9741.0,78.83,0.875,14,12,2,0,15,13,2,0,0,0,7,s9f1a29f253c3350897984bd6cb3cb231
183,175,23.88,162.5,0.924,12,4,8,0,41,32,9,0,0,0,36,sb01a9cad42c93013bb12b59a2bb16e71
1044,946,0.0,123.0,1.0,1,1,0,0,4,3,1,0,0,0,4,sc81589aae1a23d619be9edd7765db3f2
70,69,0.0,100.0,1.0,2,2,0,0,6,6,0,0,0,0,5,s926ebf44ebe935af8ddb64772db28878
1735,1563,0.0,0.0,0.0,0,0,0,0,4,4,0,0,0,0,4,s68a7df7209ab39b4b88a88a20fd17064
92,92,0.0,213.0,1.0,1,1,0,0,5,4,1,0,0,0,5,scf82d01e10e93295b15130a8482186a3
302,301,0.0,588.0,0.334,1,1,0,0,1,1,0,0,0,0,1,s8f6eb849da413c66bf3dedc8f44efcc0
208,202,0.0,0.0,0.0,0,0,0,0,3,1,2,0,0,0,3,s164047ba4fd63a449da338db95395163
180,180,0.0,48.0,1.0,1,1,0,0,2,2,0,0,0,0,2,s9e640f6a5e4633228e0d206d597a0e00
850,779,63.0,74.78,1.0,10,9,1,0,65,50,15,0,0,0,46,s044e86c7b113335298531a9a182b2628
70,69,6915.67,168.88,0.827,19,16,3,0,26,22,4,0,0,0,14,sc90c80e36adc3d09b38544b06ddff2cf
970,13,3511.0,165.0,0.667,2,1,1,0,2,1,1,0,0,0,2,s52d33cfafe6535a792655e6ba92e8f2c
63,13,0.0,87.0,0.5,1,1,0,0,1,1,0,0,0,0,1,sb1211f9a8a633f43aa86c34d3894831e
2934,70,69.0,175.0,0.5,2,1,1,0,2,1,1,0,0,0,2,s5472fcb610b33bd4addb947e6a724ebc
261,261,0.0,0.0,0.0,0,0,0,0,25,1,24,0,0,0,23,sd86df1b2bda935f59a21c123e726f8b5
192,35,0.0,189.5,0.5,2,2,0,0,2,2,0,0,0,0,2,s9fb7e71235243f7d85904f892964142c
77,77,0.0,53.89,0.858,66,66,0,0,188,188,0,0,0,0,30,s52f74321222436ebbf0fd7255688d073
105,69,76.33,126.41,0.737,56,44,12,0,78,62,16,0,0,0,29,s8bb3e9819e8f399897f3e26394dc392e
100,14,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s87b588f7c233339687bd58aeb8b75973
68,67,0.0,160.0,0.5,2,2,0,0,7,7,0,0,0,0,3,secef6fa8367b334cb79add0cfa209dc2
900,865,0.0,167.0,0.5,1,1,0,0,8,6,2,0,0,0,8,s248f0090d612338ca50d84ed2e9a5ebf
60,13,474.0,143.0,0.667,2,1,1,0,2,1,1,0,0,0,2,s158581cfaf2e3a44982a391bcda82326
997,995,3540.0,468.0,0.75,3,2,1,0,13,12,1,0,0,0,10,s598e7f229b7336ccae285edd740f6786
148,145,0.0,84.0,1.0,5,5,0,0,16,13,3,0,0,0,10,s16ca0909492f3c08a13547b084cf250a
247,13,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s6c7613afa13c3670a0c683add2ef73da
192,192,0.0,211.5,1.0,2,2,0,0,14,4,10,0,0,0,12,sf54c98e2de603130825c82cbb5ac8de9
82,61,0.0,324.0,0.667,2,2,0,0,4,4,0,0,0,0,3,s7655e77488ee35558d33d71ad61f1eba
1475,1475,0.0,85.0,0.5,2,2,0,0,43,40,3,0,0,0,39,s868e51c20c10379e8aa11b5897c96fe9
893,715,0.0,224.33,1.0,3,3,0,0,26,26,0,0,0,0,19,sce15d12a21c63c3185c9dc2b2077c7f3
106,20,0.0,168.53,0.567,17,17,0,0,17,17,0,0,0,0,10,s6e236285e1653cbca8f16b45b2599e73
1686,1661,0.0,134.0,1.0,1,1,0,0,57,9,48,0,0,0,56,s02af2e110440300b9b024e325d43b8f9
1544,296,87.0,140.95,0.834,20,19,1,0,159,145,14,0,0,0,119,s548f8a5b9ec13235a44ed772f7072b62
103,14,0.0,118.5,0.667,2,2,0,0,2,2,0,0,0,0,2,se1430ab47c4a3e38956218cdf5b8ba44
363,227,0.0,136.17,0.546,6,6,0,0,8,7,1,0,0,0,7,sac191086a4a539288b9648b23899c36e
65,61,0.0,117.0,1.0,7,7,0,0,29,29,0,0,0,0,9,s8894d5740726361892e1244e3687c98e
186,13,0.0,170.33,0.858,6,6,0,0,6,6,0,0,0,0,5,s2381115036323563b63e387b2d1c6d18
2808,201,0.0,196.0,0.819,9,9,0,0,29,28,1,0,0,0,29,sf4d6458ff58630bc80a229421ef35896
218,205,0.0,151.0,0.5,2,2,0,0,34,25,9,0,0,0,27,s07bbdca7c5a73d13b01c41aea0f66796
128,127,0.0,175.5,0.4,2,2,0,0,4,4,0,0,0,0,4,s52a998c4b1a43acc9102dc10693d6ec6
2901,1463,41.63,115.0,0.91,10,2,8,0,157,46,111,0,0,0,142,s40f086b4e2033626abdf0ade714582e0
344,328,0.0,81.0,0.5,1,1,0,0,2,2,0,0,0,0,2,scbce89bed04e3fedb3b95e16f7f707f6
1595,1533,0.0,133.43,1.0,21,21,0,0,77,69,8,0,0,0,59,s7192e06e0075390196934de83dfc4e43
166,132,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s6f94ff135e043d5398fdc20da9d1a6e9
526,13,0.0,128.0,0.334,1,1,0,0,1,1,0,0,0,0,1,s3a39251595e7382189cfd00ded2a4681
1310,753,0.0,68.75,0.8,4,4,0,0,11,11,0,0,0,0,9,s5dd74c316d79333e8ef18bc465fd7669
1998,991,0.0,353.0,1.0,1,1,0,0,2,2,0,0,0,0,2,s86f63a786b463a36a95ef965dae28c0a
1528,1517,0.0,113.0,0.875,7,7,0,0,38,19,19,0,0,0,26,sb9fdb728cc50301db5c0f0a185cec8cf
491,114,0.0,195.5,1.0,2,2,0,0,5,5,0,0,0,0,5,s8aa55620af143303ad556e5eb75e43d3
336,335,48.71,55.88,0.846,71,50,21,0,421,254,167,0,0,0,125,sd557949d2b6c35cba506e27f5b5f5911
204,199,0.0,88.0,0.25,1,1,0,0,4,3,1,0,0,0,3,sce1236fa1d043d74b013232f288ef12e
382,374,0.0,61.75,0.5,4,4,0,0,16,12,4,0,0,0,13,se10994080fc33c16b2cec46109c50040
963,332,0.0,183.67,0.955,21,21,0,0,57,57,0,0,0,0,21,s0d0f234350503240be5f3c304f0de231
313,312,0.0,58.83,1.0,6,6,0,0,30,30,0,0,0,0,27,s654bfe48aaf63c4ba9573956b6065f9c
514,41,38.0,84.7,0.938,30,27,3,0,57,52,5,0,0,0,30,s4a6841a670c73ea6b527a436d1587ee3
91,91,0.0,65.5,0.5,2,2,0,0,3,3,0,0,0,0,1,s76970d2a8a8b357fbc8df3f8952ab23d
1666,486,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s8192371d3d8c328fa232ce7773fd8ac6
66,57,568.4,55.18,0.932,54,44,10,0,65,53,12,0,0,0,25,sbe0f2400857e3783b761a58f97f793f5
471,471,214.6,193.09,0.697,94,79,15,0,511,448,63,0,0,0,253,s7183db7d31413f76baa5f7c58a274fec
81,13,0.0,179.75,0.8,4,4,0,0,4,4,0,0,0,0,3,sea010d1b34d83b0b8e26e7563f935390
1783,1701,0.0,135.0,1.0,1,1,0,0,17,15,2,0,0,0,17,s005d73fd88d03f6ab1172d4c7a8d2f6b
2376,13,0.0,241.0,0.334,1,1,0,0,1,1,0,0,0,0,1,s4951600a1fea3aa0b56346e302bf24ce
1540,17,0.0,96.25,0.8,4,4,0,0,4,4,0,0,0,0,4,s0d97f130e89b3d44ad60f5dd72cf0090
536,176,0.0,235.0,0.25,1,1,0,0,6,6,0,0,0,0,3,s886690c63efc313daa81ba4e0d3b225a
1146,1002,0.0,0.0,0.0,0,0,0,0,14,0,14,0,0,0,14,s62baf93d18f93edfac5d63b268993090
1453,1448,64.6,167.79,0.867,39,34,5,0,240,192,48,0,0,0,178,s86d6c273ea2230618f43de297e806658
305,283,81.0,452.0,0.667,2,1,1,0,19,5,14,0,0,0,17,s63c886cb17193e23a7be6e1f43c812f2
61,61,0.0,106.0,0.847,11,11,0,0,21,21,0,0,0,0,16,s4880e8318a1633a99ee4c8b95113f45f
305,299,70.14,48.95,0.902,46,39,7,0,138,112,26,0,0,0,62,s881fa9b539603ed4a7606b59fde3e0ee
413,413,87.0,0.0,0.5,1,0,1,0,9,2,7,0,0,0,9,sf3d6a12ae5483f0bacf015c833c94f98
744,696,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1,s3435ed54a4bc328a833eb3962782704a
528,528,98.3,91.47,0.787,48,38,10,0,112,80,32,0,0,0,88,sc8ee6ccd7e2c3f85b4aebdfb77865ff6
165,117,0.0,91.0,1.0,1,1,0,0,4,4,0,0,0,0,3,sa3939cde5e7636e4bfe8e0011603f7be
1803,405,0.0,208.0,0.25,1,1,0,0,3,3,0,0,0,0,3,s46c5e2d780cd307ba2f4dd2147da37b6
1547,1547,0.0,53.9,1.0,10,10,0,0,19,19,0,0,0,0,16,sd0e59f83b15b305dafdaa19624f6542b
1065,1064,0.0,245.3,0.892,33,33,0,0,89,87,2,0,0,0,67,sc68786f279e33b7c8db3dcb4a02dd24e
1146,1127,0.0,0.0,0.0,0,0,0,0,8,8,0,0,0,0,8,s7c73f9ad56853d14bfb5fb5602b5281e
241,25,0.0,428.4,0.5,5,5,0,0,5,5,0,0,0,0,2,sd1705f98962d32379700610d20e5950d
383,332,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,s3610bf78f6d63d3aa837f51e5635eb90
1861,1369,0.0,323.33,1.0,6,6,0,0,78,78,0,0,0,0,74,sc35db5d986c93d84855828d984f24ace
175,13,0.0,810.0,0.5,1,1,0,0,1,1,0,0,0,0,1,s853f4067e04432c5acae14e090715920
287,262,0.0,126.5,0.889,8,8,0,0,27,27,0,0,0,0,15,sf83b66ed60873729a6ec1354a24e0d53
324,13,0.0,345.5,0.5,4,4,0,0,4,4,0,0,0,0,4,s41e204202b4a32e193bdf9943545926f
1112,1112,0.0,0.0,0.0,0,0,0,0,74,65,9,0,0,0,70,s62f8491a630032e0a19f222b96520406
127,16,0.0,163.0,0.091,1,1,0,0,1,1,0,0,0,0,1,s1e46c74d1c2734a998f538a2249c92c6
91,13,155.0,128.0,1.0,2,1,1,0,2,1,1,0,0,0,2,seaa5cc88d59230deb8077f456d62099d
98,97,0.0,75.65,0.805,37,37,0,0,187,187,0,0,0,0,48,sd7c85b8c451c31b099ae59dee96b82ba
1129,1128,0.0,0.0,0.0,0,0,0,0,10,3,7,0,0,0,9,sf44e8c16f28e3ad58decdb766d419412
620,92,69.0,156.0,0.75,9,8,1,0,16,13,3,0,0,0,15,s239c1ca2d1543ca1b1c02a77bf9e2c25
1744,13,249.0,105.6,0.5,6,5,1,0,6,5,1,0,0,0,5,s17764118bb463e58998d7c8053dba216
681,680,0.0,69.5,1.0,2,2,0,0,16,16,0,0,0,0,10,s9a833807b59d36cea59f8e5a24f91880
154,154,137.5,223.37,0.76,41,27,14,0,48,30,18,0,0,0,42,s39dbabcd7bc4364eb91fbc659a84baf3
146,146,0.0,210.09,0.579,22,22,0,0,45,44,1,0,0,0,43,sd919ca63d6d836df8aa8ce492553a3e5
69,69,0.0,109.5,0.8,8,8,0,0,24,24,0,0,0,0,13,sb9cd328b2f01338c9a9ad82642f13248
82,81,53.5,98.67,1.0,5,3,2,0,15,13,2,0,0,0,11,s820f38c9a9a33df5b43d73b92299eb6a
1517,519,71.0,197.6,0.858,6,5,1,0,26,25,1,0,0,0,25,s640cdc00ce5d3350a80071e9570463c4
659,650,0.0,120.36,0.815,22,22,0,0,244,159,85,0,0,0,157,s55ffccf5a78232d1a9bbcf082bc3089c
68,68,38.0,94.11,0.834,25,18,7,0,49,39,10,0,0,0,22,sc5a81aff22b7355ba9ac3674bad366ee
249,248,0.0,194.0,1.0,1,1,0,0,12,12,0,0,0,0,12,s21da4508a2c23df1954fe15540084d10
66,13,0.0,134.25,0.572,4,4,0,0,4,4,0,0,0,0,3,sf9249d4c44f335e0849bf476a38e2ca4
1697,1616,0.0,203.0,0.25,1,1,0,0,153,42,111,0,0,0,141,s30ff2f196b4f3403870ed9efa46fd3cc
1508,1491,0.0,0.0,0.0,0,0,0,0,69,37,32,0,0,0,66,scc887ba1509d3ca693afa6907224735b
523,523,0.0,62.86,0.975,152,152,0,0,597,597,0,0,0,0,133,sc4b138f17d573b048511b70c87859c4f
271,256,0.0,0.0,0.0,0,0,0,0,26,25,1,0,0,0,22,s3b5256a21dee396986e38896573cdffa
281,13,176.0,0.0,0.25,1,0,1,0,1,0,1,0,0,0,1,scd406409f0c830768764bcd57b09220e
334,48,41.88,68.43,0.952,39,23,16,0,59,36,23,0,0,0,37,s77d7b44543693dc0862f8f24c71ca72f
73,13,0.0,199.0,1.0,1,1,0,0,1,1,0,0,0,0,1,scc9f8f66d9b7316da05cb15f6d44259e
762,92,0.0,655.0,1.0,1,1,0,0,3,3,0,0,0,0,3,sbd393cefc0e33e0096405ecec3808337
1121,1117,41.0,77.76,0.715,35,34,1,0,119,102,17,0,0,0,101,sa072ede665903305a1f8e406c10dca9a
180,13,0.0,109.0,1.0,2,2,0,0,2,2,0,0,0,0,2,s716dd6449d693bdda19a5b0b9347e76a
62,13,1383.0,72.67,0.667,4,3,1,0,4,3,1,0,0,0,2,sdc0bb1c3304e3d13ac038de45eb88a00
880,19,0.0,174.0,0.167,1,1,0,0,1,1,0,0,0,0,1,s7385d9fca57739f4a7f7e7d507ead66a
58,58,3380.0,0.0,1.0,1,0,1,0,2,1,1,0,0,0,2,sc2c6ac72d3e23f41aed443ea419e7d30
181,181,0.0,137.69,0.867,13,13,0,0,104,104,0,0,0,0,44,s877b1a27236f34da8107c5a471243ebb
195,194,27.0,171.0,0.5,2,1,1,0,2,1,1,0,0,0,2,s066e29ef2195373e908aa38e41e6b80f
768,764,0.0,114.0,0.5,1,1,0,0,23,21,2,0,0,0,15,sd233a635d66c3c6fac1507ffcb510f76
238,15,0.0,74.5,0.334,2,2,0,0,2,2,0,0,0,0,2,s63bbf17c8fb535928c2da7984558104b
1434,1346,0.0,277.0,0.5,1,1,0,0,4,4,0,0,0,0,4,s0afefd81f4a83a2e96266e66b6beff62
1708,1684,391.5,131.36,0.979,45,42,2,0,1132,1007,125,0,0,0,583,sc05ec02d84f83df6836fadd2cd25a8af
206,14,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s8a1c1faf45f93a82a110fa33e26127e5
87,14,0.0,71.1,0.77,10,10,0,0,10,10,0,0,0,0,8,s20e134dc5aab312e9692a080869d2d27
113,104,0.0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,2,s1d8ca8fe8ced376ea5356d8f09e6127f
1667,546,22.0,144.06,0.783,18,17,1,0,394,324,70,0,0,0,248,s3f76f9c2c93d31769878cdfb88dd06c0
918,518,0.0,82.2,0.556,5,5,0,0,7,7,0,0,0,0,7,s9372edf78d233ce2aad0935195535c5c
150,150,0.0,80.52,0.969,31,31,0,0,281,281,0,0,0,0,104,se5986f85e40c3625bdd6e73a8042d6bd
311,287,0.0,101.0,1.0,1,1,0,0,12,1,11,0,0,0,12,s903ab7e555c93ae8bc3b1aea8e5588a0
1276,1145,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,sd4a4df01e04939cc8e7b7678d4c93a3e
2881,313,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,sb922452aca9a37239f749e7b4abac582
1553,1533,0.0,92.0,0.572,4,4,0,0,148,108,40,0,0,0,96,s821937cdf34335d09b48fa53ed0ac7e9
61,61,0.0,72.83,1.0,18,18,0,0,31,30,1,0,0,0,16,sce60f06ca04432169a95cf8440c2abfb
78,77,0.0,197.5,1.0,2,2,0,0,3,2,1,0,0,0,3,sa7ff5331f473334482af78fdfa81b7dd
60,60,1025.0,0.0,0.25,1,0,1,0,24,23,1,0,0,0,9,sb235066ab4ec340aa54639aeb9458908
449,443,66.0,132.75,0.75,6,4,2,0,90,65,25,0,0,0,84,s508f4351b9aa3fdc8063ac8cfec1efa8
193,144,69.0,100.0,0.667,2,1,1,0,6,5,1,0,0,0,5,sc11037411c9c37af8db2b0cd0b4bb298
1248,1248,260.0,73.19,0.958,67,59,8,0,166,124,42,0,0,0,69,s1761bbec770630ebba97d2561f0f1a39
1333,13,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,sc2d1bf0dcd253f7da3f973fbb938405a
598,595,0.0,66.33,0.75,3,3,0,0,13,9,4,0,0,0,13,sddab8fcfab3734ada6b45adfef574bce
65,64,213.0,88.83,0.625,15,12,3,0,43,27,16,0,0,0,26,s39d9c79261ba373297ceb0145c5c2273
1474,1474,0.0,0.0,0.0,0,0,0,0,21,16,5,0,0,0,20,sac9d4e7c20f63e76b2e1ad32c65671a1
1595,1594,0.0,202.0,0.25,1,1,0,0,4,4,0,0,0,0,4,s553baa647bfd3720b960fc1327ee4a04
59,55,0.0,102.3,0.625,20,20,0,0,32,32,0,0,0,0,20,sb20d25a49ef734c6b942620933c06d1b
1574,1574,0.0,62.67,1.0,3,3,0,0,144,136,8,0,0,0,94,s63f8fbbeb2ed3591b2b90d5d515f4c1e
551,551,0.0,75.67,1.0,3,3,0,0,30,30,0,0,0,0,25,s771e1fdf5d6a33c38c659d13a9619b1e
857,841,0.0,74.0,1.0,1,1,0,0,50,50,0,0,0,0,32,se4bf9f56b4723bc2b59dd79437596b4e
1410,1407,0.0,130.67,0.75,3,3,0,0,43,38,5,0,0,0,42,s14044148baa2369e8ac41ed3237a92b9
68,68,0.0,84.33,1.0,3,3,0,0,20,20,0,0,0,0,11,sce596148d578307aaad44138359d5e8a
73,23,0.0,120.31,0.867,13,13,0,0,13,13,0,0,0,0,6,s9ff9e66759b43b80b23478b92c064a33
319,13,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,sb9ab4d2974cf39598b29ee60bd0c0426
1273,20,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s471ba114203f380984971642e841c6ab
766,13,3451.0,149.0,1.0,2,1,1,0,2,1,1,0,0,0,2,s0b14b8a144fd3e80bef8ec2c05c96c48
921,13,0.0,208.0,0.5,1,1,0,0,1,1,0,0,0,0,1,s096fa05367c7311793bf89268e2f4b53
223,218,0.0,33.0,0.5,1,1,0,0,14,3,11,0,0,0,8,s67d26ee96b36361ca5a9a0e63913900f
86,13,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s38ebd168e575300e827b025e1254b02a
70,32,71.38,56.11,0.9,27,19,8,0,29,21,8,0,0,0,10,sd5f9ceb06e973d5fa0a1d9de77451359
1324,1323,0.0,183.0,1.0,1,1,0,0,9,9,0,0,0,0,7,sc14fd17e68d336b0b749864ae2bac751
161,82,17784.0,86.07,0.887,47,46,1,0,84,83,1,0,0,0,17,s24e25eb0d8fe395ba7dbbf306ad8838d
107,92,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s65bd5d075a923a3db94865f31dc4379a
354,244,0.0,395.75,0.4,4,4,0,0,4,4,0,0,0,0,4,se1498a3364863f4b8b9c859b0116d1f4
1614,380,0.0,162.0,0.5,1,1,0,0,2,1,1,0,0,0,2,s8d76d35ddf0c30d4acbeeb5ec71f86af
296,13,0.0,416.0,1.0,1,1,0,0,1,1,0,0,0,0,1,sd20be953d5b33106b7990fa24d50f53d
205,205,22.5,87.33,1.0,5,3,2,0,29,20,9,0,0,0,21,sa83ad024d8d436f3957b0468b63c5196
2005,1993,28.0,155.8,0.858,6,5,1,0,45,38,7,0,0,0,35,secebeeeef447345b993a6109090bfb39
737,736,0.0,0.0,0.0,0,0,0,0,4,3,1,0,0,0,3,sbbf3599db25b3de690b34fe8760cb865
86,86,0.0,0.0,0.0,0,0,0,0,9,6,3,0,0,0,7,s07790e1e6c2b33cb9ba393735377f43b
437,434,0.0,219.0,0.334,1,1,0,0,3,3,0,0,0,0,3,s12222dcad55d3ebe97fe462d88abac1e
958,135,0.0,85.0,0.286,2,2,0,0,4,4,0,0,0,0,4,sdff97911c3743774815335793717e377
1808,1791,0.0,0.0,0.0,0,0,0,0,21,21,0,0,0,0,21,s801ec7eb29133b9ab9448826cd71a362
58,35,0.0,126.13,0.422,8,8,0,0,9,9,0,0,0,0,6,s47d2b6e1b2833f72820c572dd29e35bb
251,84,0.0,123.0,0.75,3,3,0,0,5,4,1,0,0,0,4,s6f45fe64b10c3eefa57447f5f5ec3e93
188,167,0.0,61.0,0.334,1,1,0,0,5,5,0,0,0,0,5,s5eb8a6a39444342dac32291106820366
1713,1105,0.0,187.0,0.5,1,1,0,0,2,2,0,0,0,0,2,s014badbf35e4346e9f3ddd0f758f910a
60,60,0.0,115.67,0.75,3,3,0,0,4,4,0,0,0,0,4,sd98e32eda8913f9eabc949fdecda1591
305,305,88.33,68.35,0.8,20,17,3,0,74,55,19,0,0,0,34,s45f03cb3315f3624a2cae4c387c04db6
72,69,0.0,319.0,1.0,1,1,0,0,2,2,0,0,0,0,2,s9c65aea0c47138f090ab6f74e0dcaa8c
146,115,0.0,54.58,0.952,79,79,0,0,320,320,0,0,0,0,92,sd7104eb395c13c99a1dd4d21ffe486ff
1524,1523,1836.88,69.39,0.972,136,18,118,0,779,216,563,0,0,0,359,s5d9b6ac72d383ca991ad6046cf8bbfd0
1254,1224,45.0,131.5,0.75,3,2,1,0,16,3,13,0,0,0,16,s4a31f11add0a3e1fb6fff9277e1fdd3f
186,178,0.0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,2,se8e9f772b2c735d4a6e4271026ff23e6
80,61,13614.0,56.75,0.834,5,4,1,0,18,15,3,0,0,0,8,scc6fc76bfd573a69b661296caf9d3ec9
1189,1188,102.2,95.03,0.907,39,34,5,0,484,452,32,0,0,0,211,sfff2d276f86638248f1020f42935ebd9
66,58,0.0,75.33,0.3,6,6,0,0,9,9,0,0,0,0,6,s6093e539488c31d89b7fa6cce36e250d
332,330,0.0,0.0,0.0,0,0,0,0,36,23,13,0,0,0,30,scd35bf5aec14340cb250cb78302f642d
82,47,0.0,220.0,1.0,1,1,0,0,2,2,0,0,0,0,2,s4854293734f63995ac1690a2a4e5a8cb
1689,1254,0.0,225.5,0.5,2,2,0,0,264,158,106,0,0,0,200,s1428feba49993c968ea20aefbe896766
996,986,0.0,126.63,0.855,41,41,0,0,567,567,0,0,0,0,220,sd1fd15dc85cf3a70bb323d0fd0d665b5
124,59,0.0,152.0,1.0,4,4,0,0,4,4,0,0,0,0,2,sa232e84c9dc23c3aa709feb237d4b4e6
76,73,0.0,177.5,0.667,2,2,0,0,5,5,0,0,0,0,5,sd29c3eea9ec33522a624315c36be0fd6
283,278,493.36,66.14,0.935,115,87,28,0,344,253,91,0,0,0,143,sa3e78edc12b6384f97b0521c60977226
76,60,60.0,202.0,0.667,2,1,1,0,8,5,3,0,0,0,8,s523df95d6ed53bb0b5f9dd24a37bafa2
1116,481,0.0,84.75,1.0,4,4,0,0,29,27,2,0,0,0,22,sdfed37dcaa3b3eb89e2fa754d784f59f
106,95,0.0,67.25,1.0,20,20,0,0,40,26,14,0,0,0,19,s081c6224dcc135d5b1f85ea5bb6c5679
1737,1734,170.0,359.5,0.75,6,4,2,0,71,43,28,0,0,0,66,sc1a1a74e1cea37de885345dd7266a954
82,13,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,se8c1a5b9acd83a648b7fc71b50aabf44
1776,1759,0.0,249.0,1.0,1,1,0,0,27,26,1,0,0,0,25,sfd0e6d54bb683ed79c74fa7d70608c60
180,153,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,s86508ae88d313fde8197d14b68080760
1264,1157,46.0,136.75,0.556,5,4,1,0,13,9,4,0,0,0,12,sdb0c33cf646e3d3398c671450e50fc70
313,313,0.0,154.0,0.25,1,1,0,0,7,7,0,0,0,0,6,s50150a5f48523bc69b08d799934435da
